iter	Logloss	Accuracy
884	0.4611681454	0.7947959855
885	0.4611275599	0.7947902668
886	0.4610898998	0.7947788294
887	0.4610551589	0.7948017042
888	0.4610129923	0.7948360164
889	0.4609981774	0.794824579
890	0.4609688655	0.794824579
891	0.4609439096	0.7948646098
892	0.4609234546	0.7948760472
893	0.4608764194	0.7948760472
894	0.4608475395	0.7948817659
895	0.4608236165	0.7948932033
896	0.4607861109	0.7949389529
897	0.4607687283	0.7949160781
898	0.4607447322	0.7949789838
899	0.4606915817	0.795013296
900	0.4606754621	0.7950190147
901	0.4606405671	0.795013296
902	0.4606087011	0.7950704829
903	0.4605862959	0.7950476082
904	0.4605690846	0.7950647642
905	0.4605422435	0.7951105138
906	0.4605117059	0.7951333886
907	0.4604930088	0.795144826
908	0.4604653288	0.7950933577
909	0.4604353912	0.7950990764
910	0.4604150476	0.7951162325
911	0.4604033889	0.7951276699
912	0.4603801727	0.7951333886
913	0.4603477167	0.7951677008
914	0.4603260407	0.7951905756
915	0.4603041968	0.7951619821
916	0.4602927729	0.795202013
917	0.4602735289	0.7952248878
918	0.4602603231	0.7952534813
919	0.4602479003	0.7952649187
920	0.4602259211	0.7952534813
921	0.4602139553	0.7952363252
922	0.4601874718	0.7952992308
923	0.460168226	0.7953278243
924	0.4601398807	0.7953392617
925	0.460074995	0.7953564178
926	0.4600507343	0.7953392617
927	0.4600279943	0.7953392617
928	0.4599964604	0.7953278243
929	0.4599665615	0.7953163869
930	0.4599375215	0.7952992308
931	0.4599023358	0.7953506991
932	0.4598791288	0.79539073
933	0.4598561326	0.79539073
934	0.4598392854	0.7954536357
935	0.4597906736	0.7954879478
936	0.4597675582	0.7954593544
937	0.4597498153	0.795447917
938	0.4597178476	0.7954879478
939	0.4596733843	0.7955336974
940	0.4596374478	0.7955279787
941	0.4596151714	0.7955108226
942	0.4595804369	0.7955165413
943	0.4595561879	0.7955165413
944	0.4595184147	0.7955508535
945	0.4594962605	0.7955508535
946	0.4594500816	0.7955680096
947	0.4594178379	0.7955565722
948	0.459370874	0.7955851657
949	0.4593446097	0.7956137592
950	0.4593113559	0.7955851657
951	0.4592666434	0.7956080405
952	0.4592242376	0.7956080405
953	0.4591869559	0.7955622909
954	0.4591616096	0.7956080405
955	0.4591362354	0.7956080405
956	0.4591034659	0.7956480714
957	0.4590828567	0.7956881023
958	0.459045728	0.7956537901
959	0.4590099746	0.7956881023
960	0.4589739227	0.7956995396
961	0.4589577801	0.7957281331
962	0.4589415743	0.7957224144
963	0.4589138584	0.7957624453
964	0.4588920503	0.7958310697
965	0.4588621188	0.795768164
966	0.4588215962	0.7957967575
967	0.4587845652	0.7958425071
968	0.4587551411	0.7958653819
969	0.4587280748	0.7958425071
970	0.4586722823	0.7958653819
971	0.4586497512	0.7958596632
972	0.4586336298	0.7958367884
973	0.4586051758	0.7958482258
974	0.4585779303	0.7958653819
975	0.4585568209	0.7958882567
976	0.4585078659	0.7958711006
977	0.4584815306	0.7958711006
978	0.458466462	0.7959168501
979	0.458447633	0.7959168501
980	0.4584351042	0.7959397249
981	0.4584094503	0.7959797558
982	0.4583600447	0.7959511623
983	0.4583171296	0.7959454436
984	0.4582950495	0.7959454436
985	0.4582746701	0.795956881
986	0.4582505092	0.7960026306
987	0.4582096659	0.796014068
988	0.4581717974	0.7960312241
989	0.4581341935	0.7960426615
990	0.4580983377	0.7960941298
991	0.4580856826	0.7961112858
992	0.458053719	0.7961227232
993	0.4580394353	0.7961227232
994	0.4580039922	0.7960941298
995	0.4579727692	0.7960998485
996	0.4579234647	0.7961112858
997	0.4579052745	0.796145598
998	0.457876469	0.7961055672
999	0.457851694	0.796071255
